,sulphates,fixed acidity,volatile acidity,citric acid,quality
697,0.67,7.0,0.65,0.02,6
698,0.53,9.4,0.615,0.28,5
699,0.62,11.8,0.38,0.55,6
700,0.57,10.6,1.02,0.43,6
701,0.67,7.0,0.65,0.02,6
702,0.67,7.0,0.64,0.02,6
703,0.7,7.5,0.38,0.48,4
704,0.54,9.1,0.765,0.04,4
705,0.49,8.4,1.035,0.15,5
706,0.47,7.0,0.78,0.08,5
707,0.51,7.4,0.49,0.19,5
708,0.61,7.8,0.545,0.12,6
709,0.66,9.7,0.31,0.47,6
710,0.57,10.6,1.025,0.43,5
711,0.61,8.9,0.565,0.34,5
712,0.45,8.7,0.69,0.0,5
713,0.46,8.0,0.43,0.36,5
714,0.51,9.9,0.74,0.28,5
715,0.48,7.2,0.49,0.18,6
716,0.46,8.0,0.43,0.36,5
717,0.57,7.6,0.46,0.11,5
718,0.44,8.4,0.56,0.04,5
719,0.54,7.1,0.66,0.0,5
720,0.44,8.4,0.56,0.04,5
721,0.53,8.9,0.48,0.24,5
722,0.59,7.6,0.42,0.08,5
723,1.62,7.1,0.31,0.3,5
724,0.6,7.5,1.115,0.1,4
725,0.55,9.0,0.66,0.17,5
726,0.72,8.1,0.72,0.09,6
727,0.68,6.4,0.57,0.02,5
728,0.68,6.4,0.57,0.02,5
729,0.49,6.4,0.865,0.03,6
730,0.67,9.5,0.55,0.66,5
731,0.52,8.9,0.875,0.13,5
732,0.47,7.3,0.835,0.03,5
733,0.6,7.0,0.45,0.34,5
734,0.62,7.7,0.56,0.2,5
735,0.5,7.7,0.965,0.1,5
736,0.5,7.7,0.965,0.1,5
737,0.65,8.2,0.59,0.0,6
738,0.56,9.0,0.46,0.23,5
739,0.6,9.0,0.69,0.0,5
740,0.68,8.3,0.76,0.29,6
741,0.57,9.2,0.53,0.24,5
742,0.65,6.5,0.615,0.0,5
743,0.53,11.6,0.41,0.58,5
744,0.51,11.1,0.39,0.54,5
745,0.73,7.3,0.51,0.18,6
746,0.47,8.2,0.34,0.38,6
747,0.48,8.6,0.33,0.4,5
748,0.72,7.2,0.5,0.18,6
749,0.73,7.3,0.51,0.18,6
750,0.55,8.3,0.65,0.1,5
751,0.55,8.3,0.65,0.1,5
752,0.61,7.6,0.54,0.13,5
753,0.55,8.3,0.65,0.1,5
754,1.06,7.8,0.48,0.68,6
755,0.43,7.8,0.91,0.07,6
756,0.46,6.3,0.98,0.01,6
757,0.5,8.1,0.87,0.0,5
758,0.5,8.1,0.87,0.0,5
759,0.52,8.8,0.42,0.21,5
760,0.57,9.0,0.58,0.25,5
761,0.42,9.3,0.655,0.26,5
762,0.53,8.8,0.7,0.0,6
763,0.42,9.3,0.655,0.26,5
764,0.55,9.1,0.68,0.11,6
765,0.54,9.2,0.67,0.1,6
766,0.54,8.8,0.59,0.18,5
767,0.62,7.5,0.6,0.32,5
768,0.53,7.1,0.59,0.02,6
769,0.54,7.9,0.72,0.01,5
770,0.53,7.1,0.59,0.02,6
771,0.55,9.4,0.685,0.26,5
772,0.55,9.5,0.57,0.27,5
773,0.92,7.9,0.4,0.29,6
774,0.91,7.9,0.4,0.3,6
775,0.46,7.2,1.0,0.0,5
776,0.6,6.9,0.765,0.18,6
777,0.59,6.9,0.635,0.17,6
778,0.61,8.3,0.43,0.3,5
779,0.6,7.1,0.52,0.03,5
780,0.6,7.0,0.57,0.0,6
781,0.65,6.5,0.46,0.14,5
782,0.53,9.0,0.82,0.05,5
783,0.65,6.5,0.46,0.14,5
784,0.59,7.1,0.59,0.01,5
785,0.5,9.9,0.35,0.41,5
786,0.5,9.9,0.35,0.41,5
787,0.56,10.0,0.56,0.24,6
788,0.56,10.0,0.56,0.24,6
789,0.52,8.6,0.63,0.17,5
790,0.68,7.4,0.37,0.43,6
791,0.54,8.8,0.64,0.17,5
792,0.6,7.1,0.61,0.02,6
793,0.56,7.7,0.6,0.0,5
794,0.53,10.1,0.27,0.54,6
795,1.18,10.8,0.89,0.3,5
796,0.74,8.7,0.46,0.31,5
797,0.81,9.3,0.37,0.44,7
798,0.52,9.4,0.5,0.34,6
799,0.52,9.4,0.5,0.34,6
800,0.51,7.2,0.61,0.08,5
801,0.44,8.6,0.55,0.09,5
802,0.94,5.1,0.585,0.0,7
803,0.66,7.7,0.56,0.08,6
804,0.57,8.4,0.52,0.22,6
805,0.7,8.2,0.28,0.4,7
806,0.71,8.4,0.25,0.39,7
807,0.7,8.2,0.28,0.4,7
808,0.86,7.4,0.53,0.12,5
809,0.55,7.6,0.48,0.31,6
810,0.47,7.3,0.49,0.1,5
811,0.68,12.9,0.5,0.55,6
812,0.71,10.8,0.45,0.33,5
813,0.58,6.9,0.39,0.24,4
814,0.76,12.6,0.41,0.54,6
815,0.71,10.8,0.45,0.33,5
816,0.58,9.8,0.51,0.19,6
817,0.73,10.8,0.29,0.42,6
818,0.45,7.1,0.715,0.0,5
819,0.54,9.1,0.66,0.15,5
820,0.6,7.0,0.685,0.0,5
821,0.74,4.9,0.42,0.0,7
822,0.64,6.7,0.54,0.13,5
823,0.64,6.7,0.54,0.13,5
824,0.53,7.1,0.48,0.28,5
825,0.49,7.1,0.46,0.14,5
826,0.64,7.5,0.27,0.34,7
827,0.49,7.1,0.46,0.14,5
828,0.74,7.8,0.57,0.09,8
829,0.77,5.9,0.61,0.08,6
830,0.55,7.5,0.685,0.07,4
831,0.77,5.9,0.61,0.08,6
832,0.86,10.4,0.44,0.42,3
833,0.86,11.6,0.47,0.44,4
834,0.47,8.8,0.685,0.26,5
835,0.51,7.6,0.665,0.1,5
836,0.39,6.7,0.28,0.28,7
837,0.39,6.7,0.28,0.28,7
838,0.83,10.1,0.31,0.35,7
839,0.47,6.0,0.5,0.04,5
840,0.77,11.1,0.42,0.47,7
841,0.63,6.6,0.66,0.0,5
842,0.72,10.6,0.5,0.45,6
843,0.62,7.1,0.685,0.35,5
844,0.83,9.9,0.25,0.46,6
845,0.66,6.4,0.64,0.21,5
846,0.66,6.4,0.64,0.21,5
847,0.7,7.4,0.68,0.16,6
848,0.66,6.4,0.64,0.21,5
849,0.66,6.4,0.63,0.21,5
850,0.55,9.3,0.43,0.44,5
851,0.55,9.3,0.43,0.44,5
852,1.07,8.0,0.42,0.32,5
853,0.73,9.3,0.36,0.39,6
854,0.73,9.3,0.36,0.39,6
855,0.71,7.6,0.735,0.02,7
856,0.73,9.3,0.36,0.39,6
857,0.78,8.2,0.26,0.34,7
858,0.67,11.7,0.28,0.47,7
859,0.82,6.8,0.56,0.22,6
860,0.54,7.2,0.62,0.06,5
861,0.6,5.8,1.01,0.66,6
862,0.44,7.5,0.42,0.32,5
863,0.53,7.2,0.62,0.06,5
864,0.54,7.2,0.62,0.06,5
865,0.54,7.2,0.635,0.07,5
866,0.83,6.8,0.49,0.22,6
867,0.84,6.9,0.51,0.23,6
868,0.82,6.8,0.56,0.22,6
869,0.64,7.6,0.63,0.03,6
870,0.57,7.7,0.715,0.01,6
871,0.57,6.9,0.56,0.03,5
872,0.54,7.3,0.35,0.24,4
873,0.58,9.1,0.21,0.37,7
874,0.65,10.4,0.38,0.46,7
875,0.79,8.8,0.31,0.4,7
876,0.58,7.1,0.47,0.0,4
877,0.57,7.7,0.715,0.01,6
878,0.5,8.8,0.61,0.19,6
879,0.55,7.2,0.6,0.04,5
880,0.49,9.2,0.56,0.18,5
881,0.65,7.6,0.715,0.0,6
882,0.78,8.4,0.31,0.29,6
883,0.55,7.2,0.6,0.04,5
884,0.5,8.8,0.61,0.19,6
885,0.64,8.9,0.75,0.14,5
886,0.65,9.0,0.8,0.12,6
887,0.79,10.7,0.52,0.38,7
888,0.56,6.8,0.57,0.0,6
889,0.68,10.7,0.9,0.34,5
890,0.58,7.2,0.34,0.24,5
891,0.57,7.2,0.66,0.03,5
892,0.65,10.1,0.45,0.23,6
893,0.57,7.2,0.66,0.03,5
894,0.58,7.2,0.63,0.03,6
895,0.58,7.1,0.59,0.01,6
896,0.77,8.3,0.31,0.39,7
897,0.58,7.1,0.59,0.01,6
898,0.77,8.3,0.31,0.39,7
899,0.49,8.3,1.02,0.02,3
900,0.69,8.9,0.31,0.36,5
901,0.69,7.4,0.635,0.1,7
902,0.69,7.4,0.635,0.1,7
903,0.59,6.8,0.59,0.06,7
904,0.59,6.8,0.59,0.06,7
905,0.59,9.2,0.58,0.2,5
906,0.71,7.2,0.54,0.27,5
907,0.54,6.1,0.56,0.0,6
908,0.59,7.4,0.52,0.13,6
909,0.52,7.3,0.305,0.39,6
910,0.57,9.3,0.38,0.48,6
911,0.6,9.1,0.28,0.46,6
912,0.62,10.0,0.46,0.44,6
913,0.64,9.4,0.395,0.46,7
914,0.52,7.3,0.305,0.39,6
915,0.67,8.6,0.315,0.4,6
916,0.61,5.3,0.715,0.19,5
917,0.64,6.8,0.41,0.31,6
918,0.72,8.4,0.36,0.32,6
919,0.89,8.4,0.62,0.12,6
920,0.56,9.6,0.41,0.37,5
921,0.72,8.4,0.36,0.32,6
922,0.89,8.4,0.62,0.12,6
923,0.64,6.8,0.41,0.31,6
924,0.8,8.6,0.47,0.27,5
925,0.87,8.6,0.22,0.36,7
926,0.9,9.4,0.24,0.33,6
927,0.59,8.4,0.67,0.19,4
928,0.8,8.6,0.47,0.27,5
929,0.73,8.7,0.33,0.38,7
930,0.73,6.6,0.61,0.01,5
931,0.65,7.4,0.61,0.01,5
932,0.59,7.6,0.4,0.29,6
933,0.65,7.4,0.61,0.01,5
934,0.73,6.6,0.61,0.01,5
935,0.72,8.8,0.3,0.38,6
936,0.72,8.8,0.3,0.38,6
937,0.6,12.0,0.63,0.5,4
938,0.72,7.2,0.38,0.38,7
939,0.54,6.2,0.46,0.17,5
940,0.76,9.6,0.33,0.52,7
941,0.52,9.9,0.27,0.49,7
942,0.64,10.1,0.43,0.4,7
943,0.6,9.8,0.5,0.34,7
944,0.64,8.3,0.3,0.49,7
945,0.79,10.2,0.44,0.42,7
946,0.99,10.2,0.44,0.58,7
947,0.62,8.3,0.28,0.48,7
948,0.76,8.9,0.12,0.45,7
949,0.76,8.9,0.12,0.45,7
950,0.76,8.9,0.12,0.45,7
951,0.62,8.3,0.28,0.48,7
952,0.68,8.2,0.31,0.4,7
953,0.69,10.2,0.34,0.48,7
954,0.54,7.6,0.43,0.4,6
955,0.67,8.5,0.21,0.52,5
956,0.62,9.0,0.36,0.52,6
957,0.58,9.5,0.37,0.52,6
958,0.71,6.4,0.57,0.12,7
959,0.61,8.0,0.59,0.05,5
960,0.85,8.5,0.47,0.27,6
961,0.62,7.1,0.56,0.14,5
962,0.69,6.6,0.57,0.02,5
963,0.69,8.8,0.27,0.39,6
964,0.85,8.5,0.47,0.27,6
965,0.86,8.3,0.34,0.4,6
966,0.58,9.0,0.38,0.41,7
967,0.48,8.5,0.66,0.2,5
968,0.6,9.0,0.4,0.43,6
969,0.61,6.7,0.56,0.09,5
970,0.87,10.4,0.26,0.48,6
971,0.87,10.4,0.26,0.48,6
972,0.65,10.1,0.38,0.5,7
973,0.63,8.5,0.34,0.44,5
974,0.62,8.8,0.33,0.41,7
975,0.52,7.2,0.41,0.3,5
976,0.52,7.2,0.41,0.3,5
977,0.5,8.4,0.59,0.29,5
978,0.49,7.0,0.4,0.32,7
979,0.63,12.2,0.45,0.49,5
980,0.71,9.1,0.5,0.3,6
981,0.62,9.5,0.86,0.26,5
982,0.82,7.3,0.52,0.32,6
983,0.71,9.1,0.5,0.3,6
984,0.63,12.2,0.45,0.49,5
985,0.58,7.4,0.58,0.0,6
986,0.55,9.8,0.34,0.39,7
987,0.5,7.1,0.36,0.3,5
988,0.49,7.7,0.39,0.12,5
989,0.51,9.7,0.295,0.4,6
990,0.49,7.7,0.39,0.12,5
991,0.48,7.1,0.34,0.28,5
992,0.48,6.5,0.4,0.1,6
993,0.48,7.1,0.34,0.28,5
994,0.43,10.0,0.35,0.45,5
995,0.62,7.7,0.6,0.06,6
996,0.63,5.6,0.66,0.0,7
997,0.63,5.6,0.66,0.0,7
998,0.48,8.9,0.84,0.34,6
999,0.53,6.4,0.69,0.0,6
1000,0.72,7.5,0.43,0.3,7
1001,0.82,9.9,0.35,0.38,7
1002,0.84,9.1,0.29,0.33,7
1003,0.55,6.8,0.36,0.32,7
1004,0.54,8.2,0.43,0.29,5
1005,0.55,6.8,0.36,0.32,7
1006,0.84,9.1,0.29,0.33,7
1007,0.84,9.1,0.3,0.34,7
1008,0.7,8.9,0.35,0.4,7
1009,0.68,9.6,0.5,0.36,5
1010,0.55,8.9,0.28,0.45,7
1011,0.55,8.9,0.32,0.31,6
1012,0.48,7.7,1.005,0.15,5
1013,0.58,7.5,0.71,0.0,6
1014,0.58,8.0,0.58,0.16,6
1015,0.84,10.5,0.39,0.46,6
1016,0.75,8.9,0.38,0.4,7
1017,0.44,8.0,0.18,0.37,6
1018,0.44,8.0,0.18,0.37,6
1019,0.61,7.0,0.5,0.14,5
1020,0.53,11.3,0.36,0.66,6
1021,0.53,11.3,0.36,0.66,6
1022,0.54,7.0,0.51,0.09,5
1023,0.55,8.2,0.32,0.42,6
1024,0.56,7.7,0.58,0.01,7
1025,0.6,8.6,0.83,0.0,6
1026,0.56,7.9,0.31,0.32,6
1027,0.52,6.4,0.795,0.0,5
1028,0.54,7.2,0.34,0.21,6
1029,0.56,7.7,0.58,0.01,7
1030,0.55,7.1,0.59,0.0,7
1031,0.58,7.3,0.55,0.01,7
1032,0.53,8.1,0.82,0.0,5
1033,0.59,7.5,0.57,0.08,6
1034,0.47,8.9,0.745,0.18,6
1035,0.65,10.1,0.37,0.34,7
1036,0.59,7.6,0.31,0.34,7
1037,0.56,7.3,0.91,0.1,5
1038,0.77,8.7,0.41,0.41,7
1039,0.83,8.9,0.5,0.21,6
1040,0.67,7.4,0.965,0.0,5
1041,0.64,6.9,0.49,0.19,6
1042,0.83,8.9,0.5,0.21,6
1043,0.81,9.5,0.39,0.41,7
1044,0.62,6.4,0.39,0.33,6
1045,0.58,6.9,0.44,0.0,6
1046,0.62,7.6,0.78,0.0,6
1047,0.64,7.1,0.43,0.17,5
1048,0.78,9.3,0.49,0.36,6
1049,0.77,9.3,0.5,0.36,6
1050,0.64,7.1,0.43,0.17,5
1051,1.34,8.5,0.46,0.59,5
1052,0.55,5.6,0.605,0.05,5
1053,0.77,8.3,0.33,0.42,7
1054,0.62,8.2,0.64,0.27,6
1055,0.62,8.2,0.64,0.27,6
1056,0.59,8.9,0.48,0.53,7
1057,0.57,7.6,0.42,0.25,5
1058,0.76,9.9,0.53,0.57,7
1059,0.59,8.9,0.48,0.53,7
1060,0.7,11.6,0.23,0.57,6
1061,0.69,9.1,0.4,0.5,8
1062,0.64,8.0,0.38,0.44,6
1063,0.63,10.2,0.29,0.65,6
1064,0.57,8.2,0.74,0.09,6
1065,0.6,7.7,0.61,0.18,6
1066,0.72,6.6,0.52,0.08,7
1067,0.83,11.1,0.31,0.53,7
1068,0.83,11.1,0.31,0.53,7
1069,0.62,8.0,0.62,0.35,5
1070,0.89,9.3,0.33,0.45,7
1071,0.58,7.5,0.77,0.2,5
1072,0.58,7.2,0.35,0.26,6
1073,0.58,8.0,0.62,0.33,6
1074,0.58,7.5,0.77,0.2,5
1075,0.86,9.1,0.25,0.34,7
1076,0.73,9.9,0.32,0.56,6
1077,0.58,8.6,0.37,0.65,5
1078,0.58,8.6,0.37,0.65,5
1079,0.51,7.9,0.3,0.68,7
1080,0.51,10.3,0.27,0.56,6
1081,0.51,7.9,0.3,0.68,7
1082,0.59,7.2,0.38,0.3,6
1083,0.77,8.7,0.42,0.45,6
1084,0.59,7.2,0.38,0.3,6
1085,0.49,6.8,0.48,0.08,5
1086,0.66,8.5,0.34,0.4,7
1087,0.69,7.9,0.19,0.42,6
1088,0.76,11.6,0.41,0.54,7
1089,0.76,11.6,0.41,0.54,7
1090,0.63,10.0,0.26,0.54,8
1091,0.6,7.9,0.34,0.42,6
1092,0.59,7.0,0.54,0.09,6
1093,0.86,9.2,0.31,0.36,7
1094,0.49,6.6,0.725,0.09,6
1095,0.5,9.4,0.4,0.47,5
1096,0.49,6.6,0.725,0.09,6
1097,0.52,8.6,0.52,0.38,5
1098,0.81,8.0,0.31,0.45,7
1099,0.52,8.6,0.52,0.38,5
1100,0.78,8.4,0.34,0.42,6
1101,0.63,7.4,0.49,0.27,6
1102,0.54,6.1,0.48,0.09,6
1103,0.63,7.4,0.49,0.27,6
1104,0.66,8.0,0.48,0.34,6
1105,0.6,6.3,0.57,0.28,5
1106,0.54,8.2,0.23,0.42,6
1107,0.85,9.1,0.3,0.41,7
1108,0.49,8.1,0.78,0.1,5
1109,0.76,10.8,0.47,0.43,6
1110,0.64,8.3,0.53,0.0,6
1111,0.64,5.4,0.42,0.27,7
1112,0.71,7.9,0.33,0.41,6
1113,0.59,8.9,0.24,0.39,6
1114,0.66,5.0,0.4,0.5,6
1115,0.6,7.0,0.69,0.07,6
1116,0.6,7.0,0.69,0.07,6
1117,0.6,7.0,0.69,0.07,6
1118,0.53,7.1,0.39,0.12,6
1119,0.58,5.6,0.66,0.0,5
1120,0.72,7.9,0.54,0.34,8
1121,0.55,6.6,0.5,0.0,6
1122,0.48,6.3,0.47,0.0,6
1123,0.65,10.7,0.4,0.37,6
1124,0.62,6.5,0.58,0.0,4
1125,0.59,8.8,0.24,0.35,7
1126,0.54,5.8,0.29,0.26,6
1127,0.6,6.3,0.76,0.0,6
1128,0.68,10.0,0.43,0.33,5
1129,0.69,10.5,0.43,0.35,6
1130,0.63,9.1,0.6,0.0,6
1131,0.44,5.9,0.19,0.21,5
1132,0.88,7.4,0.36,0.34,7
1133,0.68,7.2,0.48,0.07,7
1134,0.74,8.5,0.28,0.35,7
1135,0.6,8.0,0.25,0.43,6
1136,0.76,10.4,0.52,0.45,6
1137,0.76,10.4,0.52,0.45,6
1138,0.58,7.5,0.41,0.15,5
1139,0.64,8.2,0.51,0.24,6
1140,0.65,7.3,0.4,0.3,6
1141,0.85,8.2,0.38,0.32,6
1142,0.65,6.9,0.45,0.11,6
1143,0.82,7.0,0.22,0.3,6
1144,0.62,7.3,0.32,0.23,5
1145,0.81,8.2,0.2,0.43,6
1146,0.87,7.8,0.5,0.12,6
1147,0.49,10.0,0.41,0.45,7
1148,0.66,7.8,0.39,0.42,6
1149,0.52,10.0,0.35,0.47,6
1150,0.76,8.2,0.33,0.32,7
1151,0.65,6.1,0.58,0.23,6
1152,0.53,8.3,0.6,0.25,5
1153,0.66,9.6,0.42,0.35,6
1154,0.68,6.6,0.58,0.0,6
1155,0.53,8.3,0.6,0.25,5
1156,0.76,8.5,0.18,0.51,7
1157,0.87,5.1,0.51,0.18,7
1158,1.16,6.7,0.41,0.43,6
1159,0.67,10.2,0.41,0.43,5
1160,0.72,10.6,0.36,0.57,7
1161,0.75,8.8,0.45,0.43,6
1162,0.71,8.5,0.32,0.42,7
1163,0.67,9.0,0.785,0.24,5
1164,0.67,9.0,0.785,0.24,5
1165,1.1,8.5,0.44,0.5,5
1166,0.98,9.9,0.54,0.26,5
1167,0.88,8.2,0.33,0.39,7
1168,0.56,6.5,0.34,0.27,6
1169,0.62,7.6,0.5,0.29,6
1170,0.67,9.2,0.36,0.34,6
1171,0.68,7.1,0.59,0.0,6
1172,0.74,9.7,0.42,0.46,6
1173,0.62,7.6,0.36,0.31,6
1174,0.62,7.6,0.36,0.31,6
1175,0.7,6.5,0.61,0.0,6
1176,0.5,6.5,0.88,0.03,4
1177,0.66,7.1,0.66,0.0,7
1178,0.73,5.6,0.915,0.0,5
1179,0.81,8.2,0.35,0.33,6
1180,0.81,8.2,0.35,0.33,6
1181,0.46,9.8,0.39,0.43,5
1182,0.86,10.2,0.4,0.4,6
1183,0.6,6.8,0.66,0.07,5
1184,0.7,6.7,0.64,0.23,5
1185,0.46,7.0,0.43,0.3,6
1186,0.5,6.6,0.8,0.03,5
1187,0.46,7.0,0.43,0.3,6
1188,0.7,6.7,0.64,0.23,5
1189,0.44,8.8,0.955,0.05,4
1190,0.57,9.1,0.4,0.57,6
1191,0.51,6.5,0.885,0.0,5
1192,0.8,7.2,0.25,0.37,7
1193,0.51,6.4,0.885,0.0,5
1194,0.59,7.0,0.745,0.12,6
1195,0.6,6.2,0.43,0.22,6
1196,0.58,7.9,0.58,0.23,6
1197,0.54,7.7,0.57,0.21,6
1198,0.79,7.7,0.26,0.26,6
1199,0.58,7.9,0.58,0.23,6
1200,0.54,7.7,0.57,0.21,6
1201,0.54,7.9,0.34,0.36,7
1202,0.69,8.6,0.42,0.39,8
1203,0.55,9.9,0.74,0.19,5
1204,0.85,7.2,0.36,0.46,7
1205,0.85,7.2,0.36,0.46,7
1206,0.85,7.2,0.36,0.46,7
1207,0.94,9.9,0.72,0.55,5
1208,0.85,7.2,0.36,0.46,7
1209,0.87,6.2,0.39,0.43,7
1210,0.62,6.8,0.65,0.02,6
1211,0.62,6.6,0.44,0.15,5
1212,0.62,6.8,0.65,0.02,6
1213,0.75,9.6,0.38,0.42,6
1214,0.48,10.2,0.33,0.46,6
1215,0.56,8.8,0.27,0.46,6
1216,0.69,7.9,0.57,0.31,6
1217,0.81,8.2,0.34,0.37,6
1218,0.69,8.2,0.4,0.31,6
1219,0.83,9.0,0.39,0.4,6
1220,0.77,10.9,0.32,0.52,6
1221,0.77,10.9,0.32,0.52,6
1222,0.46,8.1,0.53,0.22,6
1223,0.76,10.5,0.36,0.47,6
1224,0.82,12.6,0.39,0.49,6
1225,0.51,9.2,0.46,0.23,5
1226,0.47,7.5,0.58,0.03,5
1227,0.72,9.0,0.58,0.25,5
1228,0.73,5.1,0.42,0.0,7
1229,0.64,7.6,0.43,0.29,5
1230,0.78,7.7,0.18,0.34,6
1231,0.62,7.8,0.815,0.01,5
1232,0.64,7.6,0.43,0.29,5
1233,0.49,10.2,0.23,0.37,4
1234,0.4,7.1,0.75,0.01,6
1235,0.56,6.0,0.33,0.32,4
1236,0.64,7.8,0.55,0.0,6
1237,0.4,7.1,0.75,0.01,6
1238,0.46,8.1,0.73,0.0,4
1239,0.56,6.5,0.67,0.0,4
1240,0.4,7.5,0.61,0.2,5
1241,0.59,9.8,0.37,0.39,5
1242,0.6,9.0,0.4,0.41,6
1243,0.62,8.3,0.56,0.22,5
1244,0.54,5.9,0.29,0.25,6
1245,0.68,7.4,0.55,0.19,5
1246,0.48,7.4,0.74,0.07,5
1247,0.68,7.4,0.55,0.19,5
1248,0.75,6.9,0.41,0.33,6
1249,0.61,7.1,0.6,0.01,6
1250,0.61,7.1,0.6,0.01,6
1251,0.59,7.5,0.58,0.14,5
1252,0.58,7.1,0.72,0.0,5
1253,0.58,7.9,0.66,0.0,5
1254,0.69,7.8,0.7,0.06,5
1255,0.45,6.1,0.64,0.02,5
1256,0.42,7.5,0.59,0.22,5
1257,0.7,7.0,0.58,0.28,6
1258,0.63,6.8,0.64,0.0,6
1259,0.63,6.8,0.64,0.0,6
1260,1.15,8.6,0.635,0.68,5
1261,0.55,6.3,1.02,0.0,4
1262,0.58,9.8,0.45,0.38,5
1263,0.46,8.2,0.78,0.0,4
1264,0.72,8.5,0.37,0.32,6
1265,0.6,7.2,0.57,0.05,6
1266,0.6,7.2,0.57,0.05,6
1267,0.87,10.4,0.43,0.5,6
1268,0.55,6.9,0.41,0.31,6
1269,0.82,5.5,0.49,0.03,8
1270,0.75,5.0,0.38,0.01,6
1271,0.57,7.3,0.44,0.2,6
1272,0.53,5.9,0.46,0.0,5
1273,0.43,7.5,0.58,0.2,5
1274,0.53,7.8,0.58,0.13,6
1275,0.54,8.0,0.715,0.22,6
1276,0.56,8.5,0.4,0.4,4
1277,0.6,7.0,0.69,0.0,6
1278,0.54,8.0,0.715,0.22,6
1279,0.57,9.8,0.3,0.39,7
1280,0.64,7.1,0.46,0.2,6
1281,0.64,7.1,0.46,0.2,6
1282,0.68,7.9,0.765,0.0,6
1283,0.63,8.7,0.63,0.28,6
1284,0.56,7.0,0.42,0.19,5
1285,0.57,11.3,0.37,0.5,5
1286,0.54,7.1,0.16,0.44,6
1287,0.37,8.0,0.6,0.08,5
1288,1.17,7.0,0.6,0.3,5
1289,1.17,7.0,0.6,0.3,5
1290,0.59,7.6,0.74,0.0,5
1291,0.75,8.2,0.635,0.1,6
1292,0.67,5.9,0.395,0.13,6
1293,0.49,7.5,0.755,0.0,4
1294,0.75,8.2,0.635,0.1,6
1295,0.45,6.6,0.63,0.0,5
1296,0.45,6.6,0.63,0.0,5
1297,0.61,7.2,0.53,0.14,6
1298,0.56,5.7,0.6,0.0,6
1299,0.4,7.6,1.58,0.0,3
1300,0.61,5.2,0.645,0.0,6
1301,0.74,6.7,0.86,0.07,6
1302,0.8,9.1,0.37,0.32,6
1303,0.66,8.0,0.28,0.44,5
1304,0.44,7.6,0.79,0.21,5
1305,0.53,7.5,0.61,0.26,5
1306,0.62,9.7,0.69,0.32,5
1307,0.52,6.8,0.68,0.09,4
1308,0.62,9.7,0.69,0.32,5
1309,0.61,7.0,0.62,0.1,5
1310,0.53,7.5,0.61,0.26,5
1311,0.59,6.5,0.51,0.15,6
1312,0.47,8.0,1.18,0.21,5
1313,0.54,7.0,0.36,0.21,6
1314,0.53,7.0,0.36,0.21,6
1315,0.58,7.5,0.63,0.27,6
1316,0.59,5.4,0.74,0.0,6
1317,0.69,9.9,0.44,0.46,6
1318,0.58,7.5,0.63,0.27,6
1319,1.33,9.1,0.76,0.68,6
1320,0.66,9.7,0.66,0.34,5
1321,0.59,5.0,0.74,0.0,6
1322,0.55,9.1,0.34,0.42,5
1323,0.82,9.1,0.36,0.39,7
1324,0.6,6.7,0.46,0.24,6
1325,0.6,6.7,0.46,0.24,6
1326,0.6,6.7,0.46,0.24,6
1327,0.6,6.7,0.46,0.24,6
1328,0.52,6.5,0.52,0.11,5
1329,0.56,7.4,0.6,0.26,6
1330,0.56,7.4,0.6,0.26,6
1331,0.46,7.8,0.87,0.26,5
1332,0.43,8.4,0.39,0.1,6
1333,0.51,9.1,0.775,0.22,5
1334,0.52,7.2,0.835,0.0,5
1335,0.66,6.6,0.58,0.02,6
1336,0.45,6.0,0.5,0.0,5
1337,0.45,6.0,0.5,0.0,5
1338,0.45,6.0,0.5,0.0,5
1339,0.54,7.5,0.51,0.02,6
1340,0.54,7.5,0.51,0.02,6
1341,0.54,7.5,0.51,0.02,6
1342,0.51,7.6,0.54,0.02,6
1343,0.54,7.5,0.51,0.02,6
1344,0.53,11.5,0.42,0.48,5
1345,0.53,8.2,0.44,0.24,6
1346,0.56,6.1,0.59,0.01,5
1347,0.39,7.2,0.655,0.03,5
1348,0.39,7.2,0.655,0.03,5
1349,0.52,6.9,0.57,0.0,5
1350,0.57,9.0,0.6,0.29,5
1351,0.51,7.2,0.62,0.01,6
1352,0.46,7.6,0.645,0.03,5
1353,0.46,7.6,0.645,0.03,5
1354,0.52,7.2,0.58,0.03,5
1355,0.44,6.1,0.32,0.25,5
1356,0.44,6.1,0.34,0.25,5
1357,0.59,7.3,0.43,0.24,6
1358,0.5,7.4,0.64,0.17,5
1359,0.65,11.6,0.475,0.4,6
1360,0.56,9.2,0.54,0.31,5
1361,0.54,8.3,0.85,0.14,5
1362,0.65,11.6,0.475,0.4,6
1363,0.48,8.0,0.83,0.27,4
1364,0.53,7.2,0.605,0.02,6
1365,0.62,7.8,0.5,0.09,5
1366,0.5,7.3,0.74,0.08,5
1367,1.18,6.9,0.54,0.3,6
1368,0.5,8.0,0.77,0.32,6
1369,0.37,6.6,0.61,0.0,4
1370,1.17,8.7,0.78,0.51,5
1371,1.03,7.5,0.58,0.56,6
1372,1.17,8.7,0.78,0.51,5
1373,0.45,7.7,0.75,0.27,5
1374,0.51,6.8,0.815,0.0,3
1375,0.52,7.2,0.56,0.26,5
